product_name,brands,nova_group,environmental_score_score,carbon_footprint_combined,nutrition_score_combined
Terrine de campagne,,4.0,,399.6,14.0
6 Merguez véritables,"L'étal du Boucher,Lidl Stiftung & Co. KG",4.0,-10.0,2327.0,20.0
Saucisses de Toulouse,Big West,4.0,20.0,673.4,17.0
"Bratwurst (oldenländer), Grob",Lidl,4.0,,725.2,15.0
Mélange de Viandes hachées porc & boeuf,L'étal du boucher,1.0,,2018.0,14.0
Hamburger-Scheiben,Culinea,3.0,,3508.4,11.0
Allumettes de jambon,Fjord krone,4.0,,717.8,0.0
"Quenelles de veau, sauce Financière","Toque du Chef,Lidl Stiftung & Co. KG",4.0,29.0,266.5,7.0
Thick Cut Roast Chicken Breast,"Dulano,Birchwood",4.0,,436.1,1.0
Lasagnes Bolognaise,Villa Gusto,4.0,59.0,716.0,6.0
Pizza jambon et champignons,Villa gusto,4.0,,130.24,7.0
Chorizo Extra,Sol mar,4.0,37.0,666.0,32.0
Fricadelles,BizBiz,4.0,,380.5,13.0
Nems au porc,Toque du Chef,3.0,31.0,59.2,20.0
Flammekueche,Saveurs de nos régions,4.0,55.0,96.2,12.0
Escalopes de porc ,Big West,1.0,,740.0,0.0
Rillettes saumon,"Deluxe,Lidl",4.0,8.0,367.25,4.0
Foe Yong Hai,Chef Select,4.0,,1886.66,5.0
Blanc de poulet rôti,"Saint Alby,Dulano,Lidl",4.0,19.0,470.4,12.0
Original Curry Bratwurst,Chef Select,4.0,,599.4,19.0
"Geschnetzeltes, „Gyros Art“",Lidl,4.0,,592.0,18.0
Toulouse cuite grillée sous vide,DLG,4.0,17.0,643.8,22.0
Frühlingsrollen Mit Hähnchenfleisch,"Monissa,Lidl",4.0,3.0,49.0,9.0
45 Mini-Apéritifs,"Deluxe,Toque Du Chef",4.0,,121.07,18.0
Norwegische Lachsfilet-Portionen mit Haut,Fischerstolz,1.0,41.0,650.0,-4.0
Cotes de porc echine,L'Étal du Boucher,1.0,25.0,740.0,2.0
4 Saucisses à la Bernoise (Emmental & lard fumé),ALPEN FEST,4.0,,550.56,22.0
fozza crème lardons,match,4.0,,74.0,23.0
La Classique - Jambon Emmental,"Trattoria Alfredo,Lidl",4.0,54.0,236.8,12.0
4 Steaks Hachés Pur Bœuf,"L'Étal du Boucher,Lidl",1.0,8.0,3580.0,7.0
Pavé de saumon ASC,ASC,1.0,50.0,650.0,-3.0
Bayerischer Leberkäse fein,Dulano,4.0,,636.4,21.0
Pâté en croûte cocktail Olives,Deluxe,4.0,-2.0,167.98,15.0
Nasi Goreng,,4.0,,59.78,4.0
Filets de poulet,L'ÉTAL DU VOLAILLER,1.0,51.0,490.0,-6.0
Filets de poulet,l'étal du volailler,1.0,27.0,490.0,-6.0
Escalopes de dinde,PiqueBroche,1.0,44.0,650.0,-6.0
,Dulano,4.0,,474.5,16.0
Steaks hachés façon bouchère 12% MG VBF 8 x 125g,L'Étal du Boucher,1.0,13.0,3580.0,5.0
Jambon beurre,Chef Select to Go,4.0,30.0,481.0,17.0
Club sandwich jambon emmental,Chef Select,4.0,33.0,207.2,12.0
Club Crudités Poulet Mayonnaise allégée,Chef Select to Go,4.0,42.0,76.93,4.0
Hähnchen süß-sauer,chef select,4.0,30.0,58.8,3.0
Hot Dog saucisses fumées,McEnnedy,4.0,30.0,592.0,7.0
Rohschinken Gourmet Light,Dulano,4.0,,629.0,22.0
Saucisses de volaille fumées - Emmental & Paprika,Gut Langenof,4.0,-2.0,431.0,16.0
,"Alpen Fest, Dulano",4.0,,555.0,18.0
Crudités Poulet sauce Caesar,CHEF SELECT TO GO,4.0,51.0,83.3,-1.0
thailändische Suppe,Lidl,4.0,,24.5,5.0
,"Toque du chef,Fentimans",4.0,40.0,859.2,11.0
Pizza jambon fromages,"Trattoria Alfredo,Lidl",4.0,,199.8,11.0
Hachis Parmentier,"Toque du Chef,Lidl",4.0,33.0,608.6,6.0
Feuilleté au saumon,Le Coup De Fourchette,4.0,,101.4,16.0
Quiche Lorraine,Norma,4.0,20.0,207.2,16.0
Wild Pink Salmon Fillets,Ocean Sea,1.0,40.0,650.0,-5.0
Картофи с розмарин,Chef Select,4.0,81.0,29.6,3.0
Mortadella Bologna,Dulano,3.0,23.0,717.8,19.0
Rillettes de saumon rose du pacifique,Nixe,4.0,10.0,292.5,2.0
"6 nigiris, 6 california roll",Sapporo,4.0,,45.5,3.0
Hachis parmentier,Saveurs du Monde,4.0,13.0,3222.0,4.0
Nuggets de pechuga,Lidl supermercados S.A.U.,4.0,21.0,362.6,2.0
Norwegian salmon fillet,Lidl,3.0,25.0,637.0,16.0
Viande à Bourguignon,L’étal Du Boucher,1.0,9.0,3580.0,2.0
1 Entrecôte,L etal du boucher,1.0,14.0,3580.0,3.0
Aiguillettes de poulet,L’étal Du Volailler,1.0,45.0,490.0,-6.0
Chèvrelard,"Petit Chebra,Lidl",4.0,8.0,244.2,19.0
Mini escalopes de poulet panées,ALPEN FEST,4.0,36.0,338.1,0.0
Brochettes de médaillons de poulet à l'espagnol,"L'Etal du Volailler,Lidl",4.0,26.0,441.0,0.0
Brochettes de medaillons de poulet à la provençale,L'étal du Volailler,4.0,36.0,441.0,-2.0
Fusili tricolore avec sauce tomate,Chef Select,4.0,,1252.08,3.0
Familien-Packung Puten-Geschnetzeltes,Landjunker,1.0,22.0,650.0,-6.0
Spécialité d'Alsace - Cervelas à l'alsacienne,Saveurs de nos régions,4.0,26.0,436.6,24.0
Fougasse lardons,Carrefour,4.0,,88.8,14.0
Fougasse lardons,Carrefour,4.0,65.0,88.8,15.0
Mini-feuilletés,"Delicieux,Lidl,Dutch Bakery BV",4.0,,199.8,15.0
Saumon sockeye sauvage fumé,Delicieux,3.0,25.0,630.5,11.0
Saumon d'Écosse Fumé,"Deluxe,Lidl",3.0,14.0,630.5,18.0
Cuisses de poulets,L'étal du Volailler,1.0,50.0,490.0,0.0
Filets de poulet,L'étal du volailler,1.0,50.0,490.0,-6.0
2 Escalopes*** de Veau,L'étal du boucher,1.0,25.0,2050.0,-1.0
"Salade de pâtes, poulet sauce cocktail",Chef Select to go,4.0,28.0,68.6,1.0
Rostbratwurst / Schwein/Grill,Dulano,4.0,,666.0,23.0
Steaks mini Dinde,Villa Gusto,1.0,45.0,650.0,-6.0
Jambon Cheddar,Chef Select to Go,4.0,33.0,395.9,18.0
Bayrischer Leberkäse fein,Metzgerfrisch,4.0,,599.4,21.0
"Galette de blé noir lardons, champignons et emmental",Crusti'Frais,4.0,,170.2,11.0
Cervelas,Dufaure & Fils,4.0,26.0,629.0,23.0
Pain Surprise Aux 6 Céréales - 50 Sandwichs,Deluxe,4.0,,30.55,11.0
Rinderburger Mit Gouda,Lidl,3.0,33.0,526.5,18.0
Rohrzucker,"L'ETAL DU BOUCHER, BioSonne",1.0,,3580.0,31.0
"Boudins blancs à la truffe 1,1%","Deluxe,Lidl",4.0,-2.0,304.7,19.0
Mini Pizza Picco x12,Trattoria Alfredo,4.0,,88.8,11.0
Filet d anvers,Saint Alby,4.0,,3436.8,18.0
Pâté cuit au four,Saint Alby,4.0,,281.2,19.0
Berner Rösti with Smoked Bacon & Emmental Cheese,Alpenfest,4.0,76.0,66.6,4.0
2 Classic Burgers,McEnnedy,4.0,,1077.58,13.0
Hot Dog,McEnnedy,4.0,8.0,239.76,18.0
Rindergulasch,Landjunker,1.0,,3580.0,0.0
Капелети,Italiamo,4.0,,133.2,11.0
Pizza Jambon Champignons,Trattoria Alfredo,4.0,,207.2,8.0
4 tomates farcies,L'Étal du Boucher,4.0,55.0,288.6,6.0
Potée aux choux,Toque du chef,4.0,,62.9,3.0
Blanquette de veau,"L'Étal du Boucher,Lidl",1.0,,2050.0,0.0
10 saucisses à griller,SAINT ALBY,4.0,27.0,666.0,23.0
Boudins blancs aux morilles,"Deluxe,Lidl Stiftung & Co. KG",4.0,70.0,222.0,19.0
Escalopes de dinde a la milanaise,"L’étal du volailler,Lidl",4.0,40.0,559.0,-2.0
Tarte au saumon et poireau,"Lidl, Duc de Coeur",4.0,,84.15,11.0
Fines escalopes de poulet paprika,"Piquebroche,lidl",4.0,27.0,470.4,-2.0
Marinés 2 PAVES,L'étal du Boucher,4.0,,3186.2,5.0
Filet de poulet jaune sans peau,L'étal du Volailler,1.0,44.0,490.0,-6.0
Salade sur mesure poulet bacon,Bioline,4.0,26.0,58.8,3.0
Salade sur mesures Chèvre lardon sauce au fromage blanc,"SELECT & GO, Biosonne",4.0,,59.2,6.0
2 steaks hachés saumon,Atlantic,4.0,21.0,487.5,2.0
Bœuf bourguignon,Toque du Chef,4.0,4.0,572.8,3.0
Steaks hachés,L'Étal du Boucher,,1.0,3580.0,5.0
Steak haché façon bouchère 5% MG,Lidl,,5.0,3580.0,-1.0
Terrine de porc à la saucisse de Morteau,Toque du Chefa,4.0,,399.6,19.0
"Poulet, pâtes perles et champignons",Toque du Chef,4.0,31.0,79.87,4.0
Chipolatas supérieures,Tradival,4.0,50.0,688.2,18.0
Viande hachée à cuisiner,L'étal du boucher,1.0,,3580.0,2.0
Schnitzel XXL,"Culinea, Lidl",4.0,,503.2,8.0
Saucisses de Thuringe,DULANO,4.0,,651.2,22.0
Saumon gravlax ASC,Lidl,4.0,36.0,611.0,13.0
putengeschnetzeltes,"Landjunker, Metzgerfrisch",1.0,45.0,650.0,-6.0
4 Frühlingsrollen mit Rind,"Culinea,FFI",4.0,66.0,286.4,4.0
Saumon - élevé en Écosse,Ocean sea,4.0,10.0,630.5,16.0
Filets de dinde en tournedos bardés,"PiqueBroche, L'étal du volailler",1.0,51.0,74.0,-1.0
Roti de dinde mariné farci aux Marrons Et Raisins De Corinthe,Deluxe Lidl,4.0,44.0,669.5,2.0
Rinderninutensteaks,Lidl,1.0,-15.0,3580.0,0.0
Saucisse de Lyon EN TRANCHES,SAINT ALBY,4.0,,569.8,19.0
Saucisse Fumée Cuite Format XXL,Dulano,4.0,,606.8,22.0
Fricadelles de Volaille,Saint Alby,4.0,,472.0,14.0
Pizza bolognaise,Trattoria Alfredo,4.0,35.0,468.98,12.0
TK Chicken Nuggets XXL,Culinea,4.0,21.0,352.8,1.0
Jambon magistral à l'os,Saint alby,4.0,,725.2,11.0
Lasagnes saumons & épinards,Toque du Chef,4.0,57.0,88.05,6.0
Hachés au Poulet Gratinés,"L'étal du volailler,Lidl",4.0,,303.8,12.0
Jamon cocido extra,Realvalle,4.0,12.0,629.0,7.0
BOLOGNESE (avec viande haché),Combino,4.0,19.0,2134.08,3.0
Manchettes de poulet,Chef Select,4.0,15.0,465.5,14.0
Fusilli festonate à la carbonara,"Chef To Go Select,Toque du Chef,Lidl Stiftung & Co. KG",4.0,52.0,99.16,7.0
Fusilli festonate bolognaise,Chef Select,4.0,,429.6,2.0
4 friands à la viande,TOQUE DU CHEF,3.0,4.0,301.18,18.0
Chicken Dippers,"Lidl,Vitasia",4.0,20.0,323.4,4.0
12 moules farcies à la persillade,"Deluxe,Lidl",3.0,,300.25,18.0
Steaks hachés pur boeuf,L'étal du boucher,1.0,-15.0,3580.0,6.0
30 boulettes au boeuf,L etal du boucher,4.0,,1704.08,13.0
Viande hachée 100% pur boeuf,"L'Étal du Boucher,Socopa",1.0,,3580.0,1.0
"10 Steaks hachés pur bœuf, surgelés",L'étal du boucher,,17.0,3580.0,6.0
30 boulettes au boeuf,L'etal Du Boucher,4.0,,1825.8,13.0
"Lasagne à la Bolognaise à l'huile d'olive vierge extra (0,2%)",Toque du Chef,4.0,67.0,501.2,5.0
Lardons,Dulano,4.0,33.0,710.4,26.0
Jambon Magistral Dégraissé,Saint Alby,4.0,17.0,725.2,8.0
2 Cordons Bleus au poulet,L'etal Du Volailler,4.0,38.0,311.7,11.0
Mise en bouche fondant de saumon,Deluxe,4.0,,189.15,3.0
"Galette  au blé noir lardons, chèvre & emmental","Toque du Chef,Lidl",4.0,105.0,177.6,8.0
"Blanc de Poulet, A la provençale (4 tranches)","Saint Alby,Lidl Stiftung & Co. KG",4.0,20.0,431.2,12.0
"Blanc de Poulet, Aux herbes (4 tranches)","Saint Alby,Lidl Stiftung & Co. KG",4.0,20.0,431.2,12.0
Émincé de filets poulet,Landjunker,1.0,27.0,490.0,-6.0
Selection - Jambon cuit doré,"Dulano, Saint Alby",4.0,33.0,710.4,8.0
10 ultra moelleux au bœuf,L'Étal du Boucher,4.0,,2864.0,11.0
Dés de poulet,"Saint Alby,Dulano",4.0,26.0,465.5,3.0
Jarret de boeuf,Delhaize,1.0,,3580.0,0.0
Pavé de Boeuf,"Lidl,L'Étal du Boucher",1.0,,3580.0,0.0
Jambon Cru au Poivre,"Dulano,Lidl",4.0,-2.0,680.8,22.0
Véritable jambon persillé Bourgogne,Saveurs de nos régions,4.0,41.0,281.2,11.0
14 mini-saucisses à griller,Fan de Barbecue,4.0,,703.0,23.0
Jambo cuit braisé,Realvalle,4.0,12.0,629.0,14.0
Vol au vent,Lidl,4.0,,367.5,4.0
Porc au caramel et riz basmati,"Vitasia,Lidl Stiftung & Co. KG",4.0,36.0,98.0,6.0
Riz Cantonais,TOQUE DU CHEF,4.0,37.0,66.6,5.0
Boulettes de Liège,Saint Alby,4.0,,399.6,20.0
Saucisson de veau nature,SAINT ALBY,4.0,,820.0,20.0
Carpaccio de Saumon Mariné,Deluxe,4.0,42.0,1032.2,19.0
Boudins blancs aux cèpes,Deluxe,4.0,70.0,290.8,19.0
Saumon Atlantique Sauce Oseille,"Ocean Sea,Lidl",4.0,43.0,318.5,2.0
"Saumon Fondue de Poireaux, Surgelé","Ocean Trader,Lidl Stiftung & Co. KG",4.0,,318.5,2.0
Saumon atlantique sauce beurre citron,Ocean Sea,4.0,21.0,318.5,6.0
Quiches lorrains à la crème fraîche,Toque du Chef,4.0,24.0,103.6,16.0
Hähnchen Mini Steaks,"Landjunker, Metzgerfrisch",1.0,27.0,490.0,-6.0
squid ink tortellini,"Deluxe,lidl",4.0,,34.65,12.0
Véritables Knacks d'Alsace,"Saveurs De Nos Regions Lidl,Sans marque,SSA",4.0,9.0,658.8,19.0
Macaroni au jambon et fromage,Chef Select,4.0,,784.4,8.0
Boudin traditionnels antillais,Saint Alby,4.0,90.0,55.5,14.0
Minischnitzel,Alpenfest,4.0,,540.2,7.0
Saucisse de viande,Saveurs de nos Régions,4.0,,214.8,21.0
9 brochettes de fromage frais,"Deluxe lidl,Deluxe,Lidl",3.0,,175.5,18.0
4 Paniers jambon fromage,Toque du chef,4.0,20.0,93.24,13.0
Farce à légumes,"L etal du boucher,L'etal du Boucher, SimpleSunny",4.0,,629.0,20.0
Carpaccio de boeuf,L'etal Du Boucher,4.0,,2935.6,6.0
Carpaccio huile d'olive - basilic - parmesan,L'étal du boucher,3.0,,2792.4,6.0
Boudins blancs,Deluxe,4.0,87.0,384.8,13.0
Sauté de veau,"LIDL,EKRO,KERK",1.0,,2050.0,-1.0
Macaroni au jambon et fromage,Italiamo,4.0,,88.8,8.0
Mini-Wiener,Dulano,4.0,,673.4,20.0
Pizza Arrabbiata,Italiamo,4.0,,521.7,11.0
Pizza Prosciutto e Mozzarella,Italiamo,4.0,47.0,8.88,5.0
Saumon Rose Sauvage,Nixe,3.0,12.0,643.5,-1.0
Deliziosa Speciale,Trattoria Alfredo,4.0,45.0,41.44,8.0
Hähnchenbrust-Filetstücke Klassik,"Chef Select, Food Fox",4.0,26.0,441.0,2.0
Rinderhackfleisch,"Landjunker,Lidl,SB-Convenience",1.0,,3580.0,7.0
Pizza Diavola,Italiamo,4.0,,1047.84,8.0
Sushi Box Naniwa,Chef Select to Go,4.0,56.0,52.65,13.0
Sushi Box Ikuno,Chef Select to Go,4.0,60.0,532.35,13.0
Pâté en croûte,Deluxe,4.0,-2.0,132.46,18.0
Paté en croûte aux morilles,Deluxe,4.0,-1.0,193.88,17.0
Taboulé au Poulet à la ciboulette ,"Chef select to go,Lidl Stiftung & Co. KG",4.0,60.0,41.16,5.0
Wraps jambon fromage de brebis sauce au yaourt,Chef Select To Go,4.0,,266.4,13.0
Crudités Jambon Emmental & Oeufs,Chef Select To Go,4.0,,64.38,4.0
Crudités Jambon fumé Mozzarella Conchiglie & Mini-Torsades,Chef Select to Go,4.0,,37.74,4.0
Salade Poulet Parmesan & Œuf,"Chef Select to go,Lidl",4.0,27.0,121.03,3.0
Biftecks sous vide,"L etal du boucher,L'Étal du Boucher,Lidl",1.0,-10.0,3580.0,-1.0
Paëlla,Toque du Chef,4.0,38.0,118.58,3.0
Escalope de dinde milanaise & spaghetti,Toque Du Chef,4.0,41.0,474.5,2.0
Saumon à l'Oseille & riz Basmati,"Toque du Chef,Lidl Stiftung & Co. KG",4.0,45.0,156.0,2.0
Nouilles chinoises au poulet,Vitasia,3.0,,78.4,1.0
Coquillettes jambon fumé & emmental,"Toque du Chef,Lidl",4.0,,85.1,5.0
Hachis Parmentier à l'Emmental,"Toque du Chef,Lidl Stiftung & Co. KG",4.0,37.0,519.1,7.0
Tagliatelles à la carbonara,"Toque du Chef,Lidl Stiftung & Co. KG",4.0,77.0,99.16,7.0
Tomates farcies,Toque du Chef,3.0,31.0,313.88,4.0
Mcennedy Chicken Nuggets,McEnnedy,4.0,16.0,249.9,11.0
Saumon de Norvège fumé,Deluxe,3.0,32.0,630.5,20.0
,Realvalle,4.0,,347.8,13.0
Hähnchenbrust-Filetstücke Smokey,MCENNEDY,4.0,27.0,436.1,1.0
15 boulettes de boeuf,"L'Étal du Boucher,Lidl",4.0,,2649.2,14.0
Crudités Bacon Fumé œuf poché vinaigrette au vin,Chef Select To Go,4.0,,111.0,3.0
Couscous,"Toque du Chef,Lidl",4.0,,34.3,6.0
Lasagnes à la Bolognaise,"Toque du Chef,Lidl",4.0,58.0,519.1,4.0
Tagliatelles Carbonara,Toque Du Chef,4.0,50.0,111.0,8.0
Hachis Parmentier,Toque du Chef,4.0,9.0,751.8,5.0
Sandwich Crudités Poulet Rôti Mayonnaise Allégée,Chef to go select,4.0,42.0,170.03,4.0
Sandwich Salade Jambon Emmental,Chef Select to Go,4.0,33.0,151.7,11.0
Viennois Crudités Poulet Oeuf Mayonnaise,Chef Select to Go,4.0,43.0,74.48,11.0
Viennois Crudités Jambon Oeuf Mayonnaise,Chef Select to Go,4.0,,213.86,8.0
Émincés de Saumon fumé 5 baies & coriandre,Atlantic,4.0,42.0,611.65,18.0
Diots de Savoie nature,Sans marque,4.0,,657.86,23.0
Diots de Savoie fumés,Saveurs de nos Régions,4.0,51.0,688.2,23.0
Pâte Feuilletée Garnie de Saumon,toque du chef,4.0,,185.9,9.0
Escalopes de dinde,"L’etat Du Volailler,PiqueBroche",1.0,44.0,650.0,-6.0
Poulet jaune,Lidl,,50.0,490.0,2.0
Western Burger sauce Barbecue,McEnnedy,4.0,,592.0,16.0
Paradiso Sauerkirsch Nektar,"RSG,Chef select",4.0,,2398.6,19.0
Saucisses fumées,Saint Alby,4.0,,710.4,19.0
Faux filet de boeuf charolais,Etal Du Boucher,,14.0,3580.0,0.0
Filet de Charolais,"L'Étal du Boucher,Lidl",1.0,,3580.0,2.0
Côte de Bœuf Race Charolaise,"L'Étal du Boucher,Lidl",1.0,13.0,3580.0,6.0
Porc au Curry et Lait de Coco,"Vitasia,Lidl",4.0,,170.2,3.0
Mini jambon emmental,"Chef to go select,Lidl",4.0,35.0,227.92,12.0
Poulet Emmental Mayonnaise allégée,Chef Select,4.0,37.0,150.92,7.0
Wraps cheddar sauce burger,"Chef Select To Go,Lidl",4.0,,116.18,8.0
Tarte flambée Raclette,Lidl,4.0,49.0,66.6,15.0
Déli'Pocket Montagnard,Trattoria Alfredo,4.0,,74.0,12.0
2 Bavettes d'Aloyau,L'étal Du Boucher,1.0,-9.0,3580.0,1.0
6 Véritables Merguez,L'étal du Boucher,4.0,13.0,2148.0,21.0
Viande Hachée Pur Bœuf,L'Étal du Boucher,1.0,9.0,3580.0,12.0
Sandwich polaire poulet tandoori,Chef Select to Go,4.0,41.0,120.05,3.0
Poitrine de porc,L’etal Du Boucher,1.0,6.0,740.0,12.0
Filets de poulet recette huile d'olive et romarin,L'ÉTAL DU VOLAILLER,4.0,45.0,450.8,-3.0
saucisses Toulouse,L'etal Du Boucher,4.0,20.0,629.0,17.0
Pizza Jambon Champignons,Toque Du Chef,4.0,45.0,140.6,12.0
Pizza jambon fromage,"Toque du Chef,Lidl",4.0,49.0,214.6,14.0
Pizza chèvre lardons,Toque du chef,4.0,44.0,51.8,13.0
Brochettes de porc au paprika,Sol & Mar,4.0,29.0,606.8,16.0
Tortilla con bacon,Sol & Mar,4.0,77.0,88.8,5.0
Pizza Royale,Trattoria Alfredo,4.0,33.0,63.64,11.0
"Hackfleischbällchen, Griechische Art",Eridanous,3.0,,1477.4,13.0
"Pizza pepperoni,piment jalapeño et huile piquante",,4.0,,63.64,13.0
Norwegischer Räucherlachs,Lidl,4.0,39.0,630.5,17.0
Pain de viande a la moutarde,Saint Alby,4.0,,577.2,16.0
Prosciutto-pizza,"Toque du Chef,Lidl",4.0,69.0,118.4,11.0
12 smoked streaky bacon rashers,Dulano,3.0,,666.0,27.0
Pizza individuel,Toque du chef,4.0,,99.9,7.0
Pizza Lardons Chèvre,Toque du Chef,4.0,31.0,207.2,6.0
Chipolatas Supérieures,L'Étal du Boucher,4.0,49.0,666.0,19.0
Saucisse de Toulouse Brasse,l'étal du boucher,4.0,25.0,666.0,19.0
Steak de Bœuf à Griller,L'étal du boucher,1.0,13.0,3580.0,-1.0
Pavé de Boeuf Mariné aux 3 Poivres,"L'Étal du Boucher,Lidl",4.0,,3043.0,6.0
Le charolais,"L etal du boucher,L'étal Du Boucher",,-20.0,3580.0,6.0
Boudin blanc deluxe foie gras,"Deluxe,Lidl",,84.0,399.6,16.0
Steaks Hachés 5%,"L'Étal du Boucher,Lidl",1.0,9.0,3580.0,2.0
Chili con Carne & Riz,"Toque du Chef,Lidl",4.0,2.0,429.6,4.0
Lasagnes à la Bolognaise,Toque du chef,4.0,68.0,436.76,5.0
Serpentini poulet rôti roquette,Chef select To go,4.0,,87.22,3.0
Fusilli saumon & légumes sauce au Citron,chef to go select,4.0,,62.4,1.0
Lapin Chasseur & ses pommes de terre,Toque du Chef,4.0,,202.5,3.0
Couscous royal poulet et boeuf,Toque du Chef,4.0,66.0,269.61,2.0
Entrecôte charolais,L'Étal du Boucher,1.0,14.0,3580.0,3.0
2 steaks a griller,"Lidl,Leader Price,Le charolais",1.0,9.0,3580.0,0.0
Rillettes de canard et porc,Deluxe,3.0,27.0,176.86,18.0
Navarin de la mer,Deluxe,4.0,,84.5,4.0
Lasagnes aux 2 Saumons,Toque du Chef,4.0,61.0,69.4,5.0
12 mini nems au porc & 2 sauces,Vitasia,3.0,52.0,74.0,12.0
Blanc de poulet,Saint Alby,4.0,19.0,431.2,3.0
Blanc de poulet fumé,Saint Alby,4.0,35.0,431.2,3.0
Sushi Box Tokyo Style,Select & Go,4.0,38.0,47.45,12.0
Pain Nordique Surprise,Deluxe,4.0,,111.76,6.0
Potjevlesch terrine aux 3 viandes,"Saveurs de Nos Régions,Lidl",4.0,,114.4,2.0
Le label rouge avec couenne,Saint Alby,4.0,39.0,669.7,12.0
Pâté de campagne breton IGP,Saveurs de Nos Régions,3.0,47.0,499.5,21.0
Terrine de campagne Label Rouge,Saint Alby,4.0,,473.6,19.0
Steak Hachés Charolais Façon Bouchère,L'Étal du Boucher,1.0,14.0,3580.0,6.0
Tartiflette,Toque du Chef,4.0,61.0,66.6,3.0
Pizza Saumon cuite au feu de bois,Trattoria Alfredo,4.0,50.0,58.3,12.0
Médaillons de filet de poulet,L'étal Du Volailler,1.0,50.0,490.0,-6.0
Déli'Pocket Flammekueche,Trattoria Alfredo,4.0,,96.2,13.0
Déli'Pocket Poulet fajitas,Lidl,4.0,,58.8,13.0
Risotto au poulet,"Toque du chef,Lidll",4.0,51.0,24.5,7.0
Petit salé aux lentilles vertes,"Toque du chef,Lidl",4.0,,220.52,0.0
"Crudités Jambon Fumé Feta & Olives, Boulgour & Quinoa",Chef Select To Go,4.0,,37.74,5.0
Salade à l'Italienne,"Chef Select,Select&Go",4.0,,44.4,4.0
6 chipolatas et 6 merguez,L ETAL DU BOUCHER,4.0,39.0,2814.0,21.0
Penne au Saumon créme d'épinards,toque du chef,4.0,,44.0,4.0
Poitrine porc tranchée sans os LR,L'étal du Boucher,1.0,36.0,740.0,12.0
Torti Saumon & Concombre,Chef To Go,4.0,,59.8,5.0
4 steaks hachés bio pur boeuf,L'étal du Boucher,1.0,25.0,3580.0,7.0
ROTI CUIT DE PORC,"Saint Alby,Lidl",4.0,41.0,673.4,12.0
Pechuga De Pollo,Realvalle,4.0,15.0,343.0,13.0
Jambon cuit reduit en sel,Realvalle,4.0,12.0,629.0,7.0
Saucisson de jambon tranché,Saint Alby,4.0,,577.2,21.0
Dés de jambon cuit,Saint Alby,4.0,17.0,710.4,11.0
Safari-Nuggets,Culinea,4.0,20.0,318.5,2.0
Bouillon de boeuf bio,Kania,4.0,,71.6,5.0
Émincés de poulet Tex-Mex,Père Dodu,4.0,27.0,392.0,-2.0
Snackis Bockwürstchen,"Saint Alby, Dulano",4.0,9.0,643.8,22.0
Oven cooked turkey breast,Dulano,4.0,15.0,624.0,2.0
Delikatessen Hähnchenbrust,"Dulano,Lidl",4.0,27.0,470.4,2.0
Schinken-Zwiebelmettwurst Klassik,Gut Erkenloh,4.0,,695.6,18.0
2 Filets de Poulet Jaune,"L'Étal du Volailler,Lidl",1.0,51.0,490.0,-6.0
Steaks hachés bio,L'ÉTAL DU BOUCHER,1.0,19.0,3580.0,0.0
Galette de Blé Noir Garnie Lardons Champignons Emmental,Toque du chef,4.0,,103.6,12.0
Croque Monsieur,"Toque du Chef,Lidl",4.0,62.0,208.68,11.0
PATE EN CROUTE RICHELIEU,DELUXE,4.0,-2.0,159.1,18.0
Moussaka,"Toque du Chef,Lidl",4.0,3.0,658.72,2.0
Saucisse de Toulouse Brasse,"L'Étal du Boucher,Lidl",4.0,27.0,680.8,14.0
Pâté en Croûte de Dinde aux Marrons,Deluxe,4.0,7.0,66.6,16.0
Terrine au saumon et saumon fumé,Deluxe,4.0,3.0,295.75,5.0
2 Steaks Hachés Façon Bouchère 5% M.G.,L'Étal du Boucher,1.0,14.0,3580.0,0.0
Filet de saumon,Frais Embal,1.0,44.0,650.0,-3.0
Ravioli Chinois au Porc,"Vitasia,Lidl",4.0,50.0,129.5,19.0
Aligot de l'aveyron et saucisse,Saveurs De Nos Regions,4.0,55.0,116.18,23.0
Sushi Box Umeda,chef select,4.0,43.0,84.5,12.0
Sushi Box Abeno,"Chef Select To Go,Lidl",4.0,43.0,71.5,12.0
Carpaccio de boeuf,LIDL,4.0,,3401.0,13.0
Cotes de Porc Échine,L'ÉTAL DU BOUCHER,1.0,29.0,740.0,6.0
Sobrasada de mallorca,Dol&Mar,4.0,,680.8,27.0
Pulled Pork,McEnnedy,4.0,,606.8,8.0
Coq au vin,Lidl,4.0,12.0,78.4,4.0
Saumon d'Écosse Fumé,"Deluxe,Lidl",3.0,35.0,630.5,17.0
Emincé de poulet façon Gyros,L’etal Du Volailler,3.0,17.0,416.5,1.0
Fougasse aux lardons fumés,Auchan,4.0,,118.4,10.0
4 saucisses de Toulouse,L’etal du Boucher,4.0,14.0,666.0,19.0
6 Chipolatas Superieures,L'Etal Du Boucher,4.0,44.0,666.0,18.0
Bio Traditions Wiener Würstchen,Metzgerfrisch,4.0,43.0,1104.4,20.0
Prosciutto Cotto Alle Erbe,Italiamo,4.0,31.0,710.4,12.0
Fusilli poulet roti & fromage italien,CHEF SELECT,4.0,,93.1,3.0
Tartiflette reblochon de savoie,Saveur De Nos Regions,4.0,72.0,74.0,11.0
Viande boeuf hachée 15% MG vbf,l'etal du boucher,,,3580.0,7.0
